"subject" "activity" "tbodyacc-mean-x" "tbodyacc-mean-y" "tbodyacc-mean-z" "tbodyacc-std-x" "tbodyacc-std-y" "tbodyacc-std-z" "tgravityacc-mean-x" "tgravityacc-mean-y" "tgravityacc-mean-z" "tgravityacc-std-x" "tgravityacc-std-y" "tgravityacc-std-z" "tbodyaccjerk-mean-x" "tbodyaccjerk-mean-y" "tbodyaccjerk-mean-z" "tbodyaccjerk-std-x" "tbodyaccjerk-std-y" "tbodyaccjerk-std-z" "tbodygyro-mean-x" "tbodygyro-mean-y" "tbodygyro-mean-z" "tbodygyro-std-x" "tbodygyro-std-y" "tbodygyro-std-z" "tbodygyrojerk-mean-x" "tbodygyrojerk-mean-y" "tbodygyrojerk-mean-z" "tbodygyrojerk-std-x" "tbodygyrojerk-std-y" "tbodygyrojerk-std-z" "tbodyaccmag-mean" "tbodyaccmag-std" "tgravityaccmag-mean" "tgravityaccmag-std" "tbodyaccjerkmag-mean" "tbodyaccjerkmag-std" "tbodygyromag-mean" "tbodygyromag-std" "tbodygyrojerkmag-mean" "tbodygyrojerkmag-std" "fbodyacc-mean-x" "fbodyacc-mean-y" "fbodyacc-mean-z" "fbodyacc-std-x" "fbodyacc-std-y" "fbodyacc-std-z" "fbodyaccjerk-mean-x" "fbodyaccjerk-mean-y" "fbodyaccjerk-mean-z" "fbodyaccjerk-std-x" "fbodyaccjerk-std-y" "fbodyaccjerk-std-z" "fbodygyro-mean-x" "fbodygyro-mean-y" "fbodygyro-mean-z" "fbodygyro-std-x" "fbodygyro-std-y" "fbodygyro-std-z" "fbodyaccmag-mean" "fbodyaccmag-std" "fbodybodyaccjerkmag-mean" "fbodybodyaccjerkmag-std" "fbodybodygyromag-mean" "fbodybodygyromag-std" "fbodybodygyrojerkmag-mean" "fbodybodygyrojerkmag-std"
7 "walking" 0.27784234625 -0.0172850317482679 -0.107741776464286 -0.294098534232143 0.0767484028053571 -0.45702143625 0.972624959821429 -0.100440285303571 0.00247623628392857 -0.979348381428571 -0.961585474821429 -0.964580803928571 0.0845888833571429 -0.0163194101232143 8.32159351785732e-05 -0.302891024625 -0.0910397428607143 -0.612895318571429 -0.0488919896632143 -0.0690135249642857 0.0815435495892857 -0.490877497857143 -0.504622029821429 -0.318700615178571 -0.0888408355267857 -0.0449559531089286 -0.0482679596035714 -0.357681403285714 -0.57143812375 -0.157682543983929 -0.158338674394643 -0.377178733392857 -0.158338674394643 -0.377178733392857 -0.288333024071429 -0.282242276785714 -0.355933083571429 -0.492176823571429 -0.444532485357143 -0.48919974625 -0.287782607410714 0.00946037755178572 -0.490251090714286 -0.297517355196429 0.0426026830839286 -0.483059957321429 -0.344954806428571 -0.181055554206071 -0.590496615535714 -0.3213903195 -0.0545213604089286 -0.633429995714286 -0.372668749642857 -0.513951718392857 -0.213127031035714 -0.529392790178571 -0.502683380535714 -0.420367075178571 -0.304992488892857 -0.519636926071429 -0.269481661080357 -0.305685376071429 -0.484262828928571 -0.589741506785714 -0.548053574821429 -0.455665300892857
8 "walking" 0.283658868070175 -0.0168954189082456 -0.110303165877193 -0.296538717368421 0.164213884996491 -0.504324207192982 0.958067455087719 -0.214694852280702 0.0331888826842105 -0.977779896491228 -0.964248568070175 -0.957205025789474 0.0699585876912281 -0.0164831715964912 -0.00738931200701754 -0.132784766936842 0.00808897373684211 -0.575777466491228 -0.025509618645614 -0.0744462466 0.0838808799280702 -0.446020952631579 -0.331702267894737 -0.383139334736842 -0.0878891090105263 -0.0362308971842105 -0.0539597284210526 -0.18260093354386 -0.416390246140351 -0.166684422233333 -0.166840713631579 -0.266734167368421 -0.166840713631579 -0.266734167368421 -0.195117026052632 -0.0706029648421053 -0.281207841122807 -0.36560291677193 -0.321290483140351 -0.364708342315789 -0.187934323140351 0.140781621991228 -0.498520164385965 -0.34522769 0.101699642168947 -0.550474621754386 -0.150942917824561 -0.0753742321614035 -0.541438616140351 -0.19269469414386 0.0314450678263158 -0.608624354210526 -0.239650710533333 -0.341378429473684 -0.203575458733333 -0.515323854385965 -0.332008706842105 -0.512209233508772 -0.201386607649123 -0.421683093508772 -0.055401423331579 -0.0964999702982456 -0.329681123368421 -0.510648322631579 -0.366500534122807 -0.408078906482456
1 "walking" 0.277330758736842 -0.0173838185273684 -0.111148103547368 -0.283740258842105 0.114461336747368 -0.260027902210526 0.935223201473684 -0.282165021263158 -0.068102864 -0.976609642526316 -0.971305961473684 -0.947717226105263 0.0740416333157895 0.0282721095884211 -0.00416840617789474 -0.113615602435789 0.0670025007684211 -0.502699788526316 -0.041830963526 -0.0695300462115789 0.0849448173042105 -0.473535485894737 -0.0546077686594737 -0.344266629473684 -0.0899975423705263 -0.0398428709463158 -0.0461309295021053 -0.207421854757895 -0.304468510631579 -0.404255452631579 -0.136971176556842 -0.219688645631579 -0.136971176556842 -0.219688645631579 -0.141428809031579 -0.0744717500625263 -0.160979552536842 -0.186978364526316 -0.298703679084211 -0.325324878894737 -0.202794306326316 0.0897127264021053 -0.331560117789474 -0.319134719578947 0.056040006846 -0.279686751494737 -0.170546964549579 -0.0352255241130632 -0.468999224631579 -0.133586606326316 0.106739857136 -0.534713440421053 -0.339032197115789 -0.103059416434737 -0.255940940315789 -0.516691938736842 -0.0335081597884211 -0.436562227473684 -0.128623450629474 -0.398032586842105 -0.0571194000343158 -0.103492403002105 -0.199252568986316 -0.321017953894737 -0.319308593778947 -0.381601911789474
3 "walking" 0.276426586440678 -0.0185949199145763 -0.105500357966102 -0.423642838474576 -0.0780912533118644 -0.425257524915254 0.91301733338983 -0.34660709 0.0847270871186441 -0.972693201355932 -0.972116879661017 -0.972072847627119 0.0618080696279661 0.0182492679288136 0.00789533706610169 -0.277530462620339 -0.0166022362847458 -0.586090418983051 -0.0530258157347458 -0.0482382316949153 0.0828336633220339 -0.561550255762712 -0.53845366779661 -0.481085535084746 -0.0818833429152542 -0.0538299449067797 -0.0514939156830508 -0.389549831525424 -0.634140436101695 -0.435492677288136 -0.290407593728814 -0.422544169322034 -0.290407593728814 -0.422544169322034 -0.281424153881356 -0.164150985127119 -0.446549092881356 -0.553019916271186 -0.547911950338983 -0.557798151355932 -0.346048161016949 -0.0219048103322034 -0.453806369830508 -0.457651383728814 -0.16921968620339 -0.455222146440678 -0.304615322881356 -0.0787640836610169 -0.554956709661017 -0.31431306340678 -0.0153329520084746 -0.615898188474576 -0.429713536101695 -0.55477211220339 -0.396659907457627 -0.604053019152542 -0.533046952542373 -0.559856635084746 -0.324289427932203 -0.577105211694915 -0.169064352813559 -0.164091969449153 -0.530704814745763 -0.651792839661017 -0.583249293389831 -0.558104554745763
5 "walking" 0.275567462068966 -0.0171767844203448 -0.112674859827586 -0.360356726034483 -0.0699140652103448 -0.387411994310345 0.936506743275862 -0.261986357931034 -0.138107866258621 -0.97777159137931 -0.962355639482759 -0.952091795 0.0814745882660345 0.0100591485 -0.00562264594827586 -0.26867964387931 -0.0449619594258621 -0.52948611637931 -0.0256405192517241 -0.0779150937413793 0.0813485942827586 -0.571869560172414 -0.563793260172414 -0.476696411551724 -0.0952398165017241 -0.0387874651724138 -0.0503616100815517 -0.385922986034483 -0.639087984137931 -0.536664080344828 -0.254690333275862 -0.328428936551724 -0.254690333275862 -0.328428936551724 -0.280009317413793 -0.139916355325862 -0.466411754137931 -0.561510683275862 -0.566135217931034 -0.567371560862069 -0.316614011689655 -0.0813024353275862 -0.412374074482759 -0.379276781206897 -0.124030832001724 -0.422998473965517 -0.304694442551724 -0.140508590224138 -0.514137255344828 -0.296596633103448 -0.00561498755362069 -0.543529108103448 -0.437845763793103 -0.561526265344828 -0.418126217413793 -0.615121369827586 -0.568888673448276 -0.545896388103448 -0.290031535172414 -0.456373080862069 -0.186764516965517 -0.0898519904044828 -0.569755772241379 -0.632643292931034 -0.607751646034483 -0.549087007931034
6 "walking" 0.278582015166667 -0.0148399475341667 -0.11140306485 -0.440829971333333 -0.0788267367683333 -0.586252806833333 0.963999696833333 -0.0858540265666667 0.127764112666667 -0.983826494833333 -0.967963221 -0.962968112 0.0783529082183333 0.00295602428666667 -0.000767679338333334 -0.297042612533333 -0.221165131581667 -0.7513913825 -0.0317982557795 -0.0726905278583333 0.0805677161216667 -0.500916659 -0.665394092833333 -0.662608226 -0.115321556475 -0.0393474489133333 -0.0551166852766667 -0.492341066833333 -0.807419937 -0.640454132833333 -0.312050574166667 -0.527679103166667 -0.312050574166667 -0.527679103166667 -0.366700879833333 -0.316918956 -0.49779220106 -0.553116111166667 -0.6813040365 -0.7301463685 -0.426719449666667 -0.14939963344 -0.631005470833333 -0.447234929666667 -0.101799450565167 -0.594198325666667 -0.358883413666667 -0.279553391533333 -0.728991595666667 -0.29732607245 -0.2099000063 -0.772359087333333 -0.373384540666667 -0.688460056666667 -0.601381129166667 -0.542646759 -0.654657770166667 -0.716458475166667 -0.450804558333333 -0.651172628166667 -0.318587811 -0.320458701 -0.609285588016667 -0.593937200833333 -0.724327420666667 -0.757768081166667
7 "walking" 0.27784234625 -0.0172850317482679 -0.107741776464286 -0.294098534232143 0.0767484028053571 -0.45702143625 0.972624959821429 -0.100440285303571 0.00247623628392857 -0.979348381428571 -0.961585474821429 -0.964580803928571 0.0845888833571429 -0.0163194101232143 8.32159351785732e-05 -0.302891024625 -0.0910397428607143 -0.612895318571429 -0.0488919896632143 -0.0690135249642857 0.0815435495892857 -0.490877497857143 -0.504622029821429 -0.318700615178571 -0.0888408355267857 -0.0449559531089286 -0.0482679596035714 -0.357681403285714 -0.57143812375 -0.157682543983929 -0.158338674394643 -0.377178733392857 -0.158338674394643 -0.377178733392857 -0.288333024071429 -0.282242276785714 -0.355933083571429 -0.492176823571429 -0.444532485357143 -0.48919974625 -0.287782607410714 0.00946037755178572 -0.490251090714286 -0.297517355196429 0.0426026830839286 -0.483059957321429 -0.344954806428571 -0.181055554206071 -0.590496615535714 -0.3213903195 -0.0545213604089286 -0.633429995714286 -0.372668749642857 -0.513951718392857 -0.213127031035714 -0.529392790178571 -0.502683380535714 -0.420367075178571 -0.304992488892857 -0.519636926071429 -0.269481661080357 -0.305685376071429 -0.484262828928571 -0.589741506785714 -0.548053574821429 -0.455665300892857
8 "walking" 0.283658868070175 -0.0168954189082456 -0.110303165877193 -0.296538717368421 0.164213884996491 -0.504324207192982 0.958067455087719 -0.214694852280702 0.0331888826842105 -0.977779896491228 -0.964248568070175 -0.957205025789474 0.0699585876912281 -0.0164831715964912 -0.00738931200701754 -0.132784766936842 0.00808897373684211 -0.575777466491228 -0.025509618645614 -0.0744462466 0.0838808799280702 -0.446020952631579 -0.331702267894737 -0.383139334736842 -0.0878891090105263 -0.0362308971842105 -0.0539597284210526 -0.18260093354386 -0.416390246140351 -0.166684422233333 -0.166840713631579 -0.266734167368421 -0.166840713631579 -0.266734167368421 -0.195117026052632 -0.0706029648421053 -0.281207841122807 -0.36560291677193 -0.321290483140351 -0.364708342315789 -0.187934323140351 0.140781621991228 -0.498520164385965 -0.34522769 0.101699642168947 -0.550474621754386 -0.150942917824561 -0.0753742321614035 -0.541438616140351 -0.19269469414386 0.0314450678263158 -0.608624354210526 -0.239650710533333 -0.341378429473684 -0.203575458733333 -0.515323854385965 -0.332008706842105 -0.512209233508772 -0.201386607649123 -0.421683093508772 -0.055401423331579 -0.0964999702982456 -0.329681123368421 -0.510648322631579 -0.366500534122807 -0.408078906482456
1 "walking" 0.277330758736842 -0.0173838185273684 -0.111148103547368 -0.283740258842105 0.114461336747368 -0.260027902210526 0.935223201473684 -0.282165021263158 -0.068102864 -0.976609642526316 -0.971305961473684 -0.947717226105263 0.0740416333157895 0.0282721095884211 -0.00416840617789474 -0.113615602435789 0.0670025007684211 -0.502699788526316 -0.041830963526 -0.0695300462115789 0.0849448173042105 -0.473535485894737 -0.0546077686594737 -0.344266629473684 -0.0899975423705263 -0.0398428709463158 -0.0461309295021053 -0.207421854757895 -0.304468510631579 -0.404255452631579 -0.136971176556842 -0.219688645631579 -0.136971176556842 -0.219688645631579 -0.141428809031579 -0.0744717500625263 -0.160979552536842 -0.186978364526316 -0.298703679084211 -0.325324878894737 -0.202794306326316 0.0897127264021053 -0.331560117789474 -0.319134719578947 0.056040006846 -0.279686751494737 -0.170546964549579 -0.0352255241130632 -0.468999224631579 -0.133586606326316 0.106739857136 -0.534713440421053 -0.339032197115789 -0.103059416434737 -0.255940940315789 -0.516691938736842 -0.0335081597884211 -0.436562227473684 -0.128623450629474 -0.398032586842105 -0.0571194000343158 -0.103492403002105 -0.199252568986316 -0.321017953894737 -0.319308593778947 -0.381601911789474
3 "walking" 0.276426586440678 -0.0185949199145763 -0.105500357966102 -0.423642838474576 -0.0780912533118644 -0.425257524915254 0.91301733338983 -0.34660709 0.0847270871186441 -0.972693201355932 -0.972116879661017 -0.972072847627119 0.0618080696279661 0.0182492679288136 0.00789533706610169 -0.277530462620339 -0.0166022362847458 -0.586090418983051 -0.0530258157347458 -0.0482382316949153 0.0828336633220339 -0.561550255762712 -0.53845366779661 -0.481085535084746 -0.0818833429152542 -0.0538299449067797 -0.0514939156830508 -0.389549831525424 -0.634140436101695 -0.435492677288136 -0.290407593728814 -0.422544169322034 -0.290407593728814 -0.422544169322034 -0.281424153881356 -0.164150985127119 -0.446549092881356 -0.553019916271186 -0.547911950338983 -0.557798151355932 -0.346048161016949 -0.0219048103322034 -0.453806369830508 -0.457651383728814 -0.16921968620339 -0.455222146440678 -0.304615322881356 -0.0787640836610169 -0.554956709661017 -0.31431306340678 -0.0153329520084746 -0.615898188474576 -0.429713536101695 -0.55477211220339 -0.396659907457627 -0.604053019152542 -0.533046952542373 -0.559856635084746 -0.324289427932203 -0.577105211694915 -0.169064352813559 -0.164091969449153 -0.530704814745763 -0.651792839661017 -0.583249293389831 -0.558104554745763
